employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
9252,43,Male,16,Education,4084,Good,Very High,Average,0,No,54,Associate Degree,Married,3,Entry,Small,No,No,No,Excellent,High,0
4639,35,Male,15,Healthcare,8951,Poor,High,Below Average,0,Yes,17,High School,Single,4,Entry,Medium,No,No,No,Good,Medium,0
58937,39,Male,21,Technology,9443,Excellent,Medium,Below Average,0,Yes,75,Bachelor’s Degree,Married,0,Entry,Large,No,No,No,Excellent,Medium,0
40124,21,Male,1,Education,4878,Good,High,High,1,No,9,Master’s Degree,Single,4,Mid,Large,No,No,Yes,Good,Medium,1
18825,58,Female,24,Education,4618,Poor,Very High,Average,1,No,7,Master’s Degree,Married,3,Mid,Medium,Yes,Yes,No,Fair,High,1
17243,30,Female,7,Healthcare,7749,Poor,Very High,High,2,No,90,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Poor,Medium,0
32426,56,Female,33,Healthcare,8971,Fair,Medium,Below Average,1,No,91,Master’s Degree,Divorced,5,Mid,Medium,Yes,No,No,Good,Low,1
25945,35,Female,1,Technology,8851,Poor,High,Below Average,1,No,52,Master’s Degree,Single,1,Mid,Medium,No,Yes,No,Fair,Low,0
581,30,Male,8,Finance,9378,Poor,Medium,Average,1,No,10,PhD,Single,1,Senior,Medium,No,No,No,Good,High,1
68600,42,Female,14,Education,3442,Good,High,High,2,No,74,High School,Married,2,Entry,Small,Yes,No,No,Good,High,1
42766,55,Female,2,Finance,9294,Poor,Very High,Below Average,3,No,12,High School,Divorced,0,Entry,Small,No,No,No,Good,Low,1
37692,45,Female,8,Media,6456,Fair,High,High,0,Yes,42,Master’s Degree,Single,3,Mid,Large,Yes,No,Yes,Fair,Low,0
29247,29,Male,11,Media,5287,Good,High,Below Average,0,No,20,PhD,Divorced,0,Entry,Small,Yes,No,No,Good,Medium,1
50148,54,Male,3,Technology,9333,Fair,High,High,2,No,14,Bachelor’s Degree,Single,0,Entry,Large,No,No,No,Good,Very High,0
66416,34,Male,3,Media,5588,Good,Medium,Average,2,No,22,Associate Degree,Married,1,Mid,Small,No,No,No,Excellent,Medium,1
58148,58,Male,27,Education,5427,Good,High,Average,0,No,52,Master’s Degree,Married,0,Entry,Medium,Yes,No,No,Fair,Medium,1
1480,45,Male,9,Media,5481,Good,High,Low,0,Yes,43,Master’s Degree,Single,2,Senior,Small,No,No,No,Good,Medium,0
48045,49,Female,9,Technology,6057,Good,Low,Average,0,Yes,76,Master’s Degree,Single,4,Entry,Medium,No,No,No,Good,High,0
31075,43,Male,10,Education,3845,Good,High,Below Average,0,No,27,High School,Divorced,0,Mid,Medium,Yes,No,No,Excellent,Low,1
59115,24,Male,5,Finance,10219,Good,Low,Average,1,Yes,24,Bachelor’s Degree,Divorced,1,Senior,Medium,No,No,Yes,Excellent,High,1
56920,54,Female,21,Healthcare,8916,Good,High,Low,0,No,12,Master’s Degree,Married,1,Mid,Small,No,No,No,Fair,Medium,1
17127,31,Male,12,Finance,9201,Fair,High,Average,1,No,94,Master’s Degree,Single,3,Mid,Small,No,No,No,Good,Low,0
51201,32,Male,2,Technology,11663,Good,High,High,3,Yes,53,Associate Degree,Married,2,Entry,Small,Yes,No,No,Good,High,1
39819,58,Female,37,Finance,13064,Good,Very High,Average,0,No,20,Associate Degree,Married,0,Mid,Medium,No,No,No,Good,Medium,1
38366,53,Male,18,Technology,8628,Fair,Very High,Average,0,No,15,PhD,Single,4,Mid,Large,No,No,No,Good,Medium,1
29185,45,Female,21,Healthcare,8268,Good,Very High,Below Average,1,No,33,Bachelor’s Degree,Married,2,Mid,Large,No,No,No,Poor,Low,0
51386,48,Male,15,Finance,10162,Fair,Very High,Average,2,Yes,24,High School,Married,5,Mid,Medium,No,Yes,Yes,Good,Medium,1
19971,43,Female,9,Healthcare,8968,Excellent,Low,Below Average,2,No,90,High School,Divorced,1,Mid,Medium,Yes,No,No,Good,Low,1
64212,37,Female,5,Media,6175,Excellent,Very High,Average,1,No,60,Bachelor’s Degree,Married,3,Entry,Small,No,No,No,Fair,Low,0
60608,29,Male,6,Healthcare,6751,Poor,High,Average,0,Yes,61,High School,Divorced,0,Mid,Medium,No,No,No,Fair,Medium,0
71905,30,Female,2,Education,3416,Good,Very High,Average,0,No,71,Associate Degree,Divorced,5,Mid,Small,No,No,Yes,Good,High,0
3898,46,Male,27,Media,6015,Fair,Very High,Average,0,No,91,High School,Married,6,Entry,Medium,No,No,No,Good,Low,0
26255,58,Male,14,Technology,6847,Fair,Medium,High,0,No,70,Master’s Degree,Married,3,Senior,Medium,No,No,No,Fair,Medium,0
23453,56,Female,15,Technology,9402,Good,Low,High,0,Yes,33,Bachelor’s Degree,Divorced,0,Entry,Medium,Yes,No,No,Excellent,Medium,1
335,44,Male,3,Education,6147,Fair,Medium,Average,0,No,10,PhD,Single,3,Mid,Large,No,No,No,Fair,Medium,1
8409,37,Male,7,Media,7339,Good,High,High,0,No,51,High School,Married,4,Entry,Medium,Yes,No,No,Fair,Very High,1
56996,50,Male,28,Media,5899,Good,Medium,High,0,Yes,78,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Fair,Low,1
15925,22,Female,3,Education,4868,Fair,High,Average,2,No,51,Associate Degree,Married,3,Entry,Small,No,No,Yes,Good,High,0
7788,52,Female,25,Education,4264,Fair,High,Below Average,0,Yes,62,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Fair,Very High,0
52406,57,Female,38,Education,3540,Fair,High,Below Average,3,No,67,Master’s Degree,Single,1,Entry,Small,No,Yes,No,Poor,High,0
6165,59,Female,23,Education,3125,Good,High,Average,1,No,96,Master’s Degree,Single,3,Mid,Small,No,No,No,Poor,Medium,0
64628,26,Male,5,Technology,7220,Fair,High,Average,0,No,85,Master’s Degree,Single,2,Entry,Medium,No,Yes,Yes,Good,Low,0
66121,59,Male,19,Finance,11142,Fair,Medium,Average,2,No,5,Bachelor’s Degree,Single,4,Mid,Large,No,No,No,Good,Medium,1
12596,57,Male,21,Healthcare,5823,Good,Very High,High,1,Yes,76,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Good,Medium,1
45428,52,Male,11,Technology,9512,Excellent,High,High,3,No,73,Master’s Degree,Married,5,Entry,Large,No,No,No,Good,High,1
38907,59,Female,27,Media,5506,Excellent,Medium,High,2,No,71,High School,Married,0,Mid,Medium,No,No,No,Fair,High,1
40563,26,Male,3,Finance,10488,Fair,Medium,Average,1,No,96,Associate Degree,Married,4,Mid,Small,No,No,No,Fair,Low,1
29236,30,Female,5,Media,6243,Excellent,High,Average,0,Yes,65,Associate Degree,Divorced,1,Mid,Small,No,No,Yes,Poor,Medium,0
68314,34,Male,16,Technology,9839,Excellent,High,Below Average,0,Yes,46,Bachelor’s Degree,Married,2,Entry,Small,No,No,No,Good,Very High,1
4971,25,Female,6,Technology,10810,Good,High,Average,0,Yes,51,Associate Degree,Married,2,Entry,Small,Yes,No,No,Good,Very High,0
27148,28,Female,10,Technology,10282,Fair,Medium,Average,1,No,44,High School,Married,0,Entry,Small,No,No,No,Poor,Low,0
42628,44,Male,25,Finance,8868,Fair,Very High,Average,0,No,4,High School,Single,1,Entry,Medium,No,No,No,Fair,Low,0
29421,43,Female,20,Healthcare,9577,Fair,High,Low,0,No,69,Associate Degree,Divorced,0,Entry,Medium,No,No,No,Good,High,0
66520,27,Female,6,Education,4540,Poor,Medium,Below Average,2,No,83,Associate Degree,Married,3,Mid,Medium,Yes,No,No,Good,Low,1
16037,53,Male,33,Media,6329,Good,Medium,Average,2,No,57,Bachelor’s Degree,Single,1,Mid,Small,Yes,No,No,Good,Very High,1
4351,59,Male,19,Technology,4898,Poor,High,Average,1,No,38,Master’s Degree,Divorced,3,Mid,Medium,No,No,No,Good,Low,1
8191,57,Male,31,Healthcare,9110,Excellent,Very High,Average,1,No,74,Associate Degree,Single,1,Entry,Medium,No,No,No,Good,Medium,0
42196,59,Female,31,Healthcare,8400,Fair,Medium,High,0,Yes,8,Associate Degree,Married,0,Mid,Medium,No,No,No,Good,Very High,0
39263,38,Female,14,Media,6552,Good,High,Average,2,No,50,Associate Degree,Married,1,Mid,Small,No,No,No,Good,Low,1
22135,37,Male,17,Technology,7680,Fair,High,Average,0,No,48,Associate Degree,Single,3,Senior,Small,Yes,No,Yes,Good,Low,1
58815,37,Female,11,Education,3786,Good,Low,Average,0,Yes,67,Bachelor’s Degree,Married,0,Mid,Large,No,No,No,Good,High,1
59435,44,Male,23,Media,4675,Fair,Very High,Below Average,0,Yes,32,Master’s Degree,Single,0,Mid,Small,No,No,Yes,Poor,Low,0
5239,38,Male,10,Healthcare,6593,Poor,Very High,Average,3,No,96,PhD,Married,2,Mid,Large,No,No,No,Good,Medium,1
37161,55,Female,17,Finance,7438,Fair,Medium,Average,0,Yes,30,Bachelor’s Degree,Married,3,Mid,Medium,No,No,No,Excellent,Low,0
62762,35,Male,6,Finance,10315,Good,High,Low,2,Yes,77,High School,Divorced,2,Mid,Medium,No,No,No,Fair,Very High,0
72138,21,Female,1,Healthcare,5532,Good,High,High,1,Yes,85,High School,Divorced,1,Entry,Medium,Yes,No,No,Good,High,0
13802,58,Female,27,Education,3434,Fair,Medium,Below Average,1,Yes,80,High School,Married,0,Entry,Large,Yes,No,No,Good,Low,0
73338,44,Male,21,Healthcare,9217,Poor,Medium,Average,0,Yes,58,Bachelor’s Degree,Single,1,Entry,Large,No,No,No,Poor,Low,0
48250,53,Female,28,Technology,9738,Good,High,Average,1,No,55,Bachelor’s Degree,Single,1,Mid,Small,Yes,No,No,Good,Very High,0
27322,44,Female,24,Media,6007,Good,High,Average,3,Yes,42,Master’s Degree,Married,1,Mid,Small,No,No,No,Fair,Medium,1
64692,58,Male,28,Media,6023,Fair,Very High,Average,0,No,41,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Poor,Low,0
22728,34,Male,6,Education,5430,Good,Very High,Average,2,No,61,Master’s Degree,Married,4,Entry,Small,No,No,Yes,Fair,Medium,1
12777,26,Female,7,Healthcare,8731,Good,Very High,Average,0,No,78,Bachelor’s Degree,Single,0,Mid,Large,Yes,No,No,Poor,Low,0
48764,55,Male,37,Finance,6676,Excellent,Very High,Average,1,Yes,36,Bachelor’s Degree,Single,1,Mid,Medium,Yes,No,No,Poor,Low,1
51765,32,Female,1,Finance,7463,Fair,Medium,Average,0,Yes,19,Bachelor’s Degree,Married,2,Mid,Medium,No,No,No,Good,Medium,0
49624,46,Female,17,Education,4655,Fair,High,Low,2,Yes,30,Master’s Degree,Married,2,Entry,Medium,No,No,Yes,Good,Medium,0
68391,33,Male,6,Media,5778,Fair,High,Average,0,Yes,49,Associate Degree,Married,3,Entry,Medium,No,No,Yes,Good,High,1
46211,55,Female,9,Education,5061,Poor,Medium,Low,3,No,65,Bachelor’s Degree,Single,0,Entry,Small,No,No,No,Good,Low,0
26748,33,Male,7,Healthcare,8452,Good,High,Average,0,Yes,72,High School,Single,0,Mid,Large,Yes,No,No,Poor,Medium,0
10542,41,Male,12,Healthcare,9718,Fair,Low,Below Average,0,Yes,75,Associate Degree,Married,0,Mid,Large,No,No,No,Good,Medium,1
1586,46,Female,10,Education,3386,Fair,High,Average,1,No,63,Bachelor’s Degree,Married,2,Entry,Small,Yes,No,Yes,Good,High,1
45918,41,Male,18,Finance,7623,Poor,Very High,Average,0,No,40,High School,Married,2,Entry,Small,Yes,Yes,No,Fair,Medium,1
61508,58,Male,37,Technology,7702,Fair,Very High,Average,2,Yes,71,Master’s Degree,Single,0,Mid,Medium,No,No,No,Good,Low,0
42906,39,Female,13,Media,6178,Good,High,Average,0,No,97,Bachelor’s Degree,Single,3,Mid,Medium,Yes,No,No,Good,High,0
10939,58,Male,26,Technology,9273,Fair,High,Average,0,Yes,44,High School,Married,0,Mid,Large,No,No,No,Poor,Medium,0
9828,51,Female,19,Education,5295,Good,Low,Average,1,No,83,High School,Married,0,Mid,Small,No,No,No,Good,High,1
50896,20,Male,2,Technology,9257,Good,High,Average,2,Yes,52,Bachelor’s Degree,Married,0,Senior,Medium,No,No,No,Good,Low,1
46283,33,Male,5,Media,5608,Fair,High,High,0,Yes,71,High School,Married,2,Mid,Medium,No,No,No,Fair,Medium,1
16269,51,Male,32,Education,4400,Good,High,Average,0,No,35,Master’s Degree,Divorced,4,Mid,Small,No,No,No,Good,Low,1
67457,53,Female,8,Healthcare,8340,Excellent,Very High,High,2,No,67,High School,Single,1,Entry,Medium,Yes,No,No,Fair,Low,1
45998,40,Female,13,Media,6105,Good,High,Average,3,Yes,22,Bachelor’s Degree,Divorced,0,Entry,Large,No,No,No,Good,Very High,1
34498,27,Female,7,Media,5974,Good,Medium,Average,1,Yes,79,Master’s Degree,Married,0,Entry,Large,No,No,Yes,Good,Very High,0
11707,52,Female,17,Technology,8243,Poor,High,Low,0,No,89,PhD,Single,0,Mid,Large,Yes,No,Yes,Good,High,1
25259,54,Female,36,Technology,9811,Fair,Medium,Below Average,0,Yes,56,Master’s Degree,Single,4,Senior,Medium,No,No,Yes,Fair,Low,0
53361,45,Male,15,Technology,7250,Fair,Very High,Average,2,No,21,Associate Degree,Single,4,Mid,Medium,No,No,No,Good,Medium,1
56746,41,Female,5,Technology,9708,Good,Very High,Average,0,No,48,Master’s Degree,Divorced,3,Mid,Medium,No,No,No,Excellent,High,1
17723,42,Female,10,Healthcare,7852,Good,High,Below Average,1,No,60,PhD,Divorced,0,Senior,Medium,No,No,No,Poor,Very High,1
61616,32,Male,9,Media,7306,Excellent,High,Average,0,Yes,46,Associate Degree,Divorced,3,Senior,Large,Yes,No,No,Excellent,Low,1
43852,40,Male,4,Healthcare,7315,Good,Very High,Average,0,No,36,Bachelor’s Degree,Divorced,1,Entry,Medium,Yes,No,Yes,Good,High,1
6175,35,Female,14,Technology,11803,Excellent,Medium,Average,1,Yes,49,PhD,Married,0,Senior,Small,No,No,No,Good,High,1
13774,43,Male,15,Technology,10716,Fair,High,High,0,No,53,Master’s Degree,Single,0,Mid,Large,No,No,No,Good,Low,0
46362,42,Female,6,Healthcare,8620,Good,Very High,High,0,No,66,Master’s Degree,Divorced,0,Senior,Small,Yes,No,No,Good,Low,1
3430,29,Male,3,Healthcare,9052,Good,Very High,Average,0,No,77,High School,Married,1,Senior,Medium,No,No,Yes,Good,High,1
4178,52,Female,26,Healthcare,7458,Good,Medium,Average,1,No,28,Master’s Degree,Married,1,Entry,Medium,No,No,Yes,Poor,Medium,1
40706,41,Female,21,Technology,9981,Poor,High,Average,0,No,24,Master’s Degree,Divorced,5,Entry,Medium,No,No,No,Good,Medium,0
26327,47,Male,4,Healthcare,9845,Good,Medium,Average,0,Yes,77,Associate Degree,Married,1,Mid,Small,No,No,Yes,Poor,High,0
4454,41,Female,22,Technology,12643,Good,Medium,Average,4,No,53,Associate Degree,Divorced,0,Senior,Medium,No,No,No,Poor,High,1
36023,58,Female,5,Finance,4876,Good,Low,Average,0,No,52,Bachelor’s Degree,Married,3,Entry,Medium,No,No,No,Good,Low,0
19980,51,Female,13,Technology,10699,Poor,High,Average,0,No,28,High School,Married,0,Mid,Small,No,No,Yes,Good,High,1
24755,41,Male,14,Media,5380,Excellent,Medium,High,0,No,95,Associate Degree,Married,1,Senior,Small,No,No,No,Excellent,High,1
38628,30,Male,6,Technology,10129,Poor,High,High,0,Yes,52,Master’s Degree,Married,0,Entry,Small,No,No,No,Good,Low,0
56465,48,Female,25,Finance,7912,Excellent,Very High,Average,0,No,68,Bachelor’s Degree,Single,1,Senior,Medium,No,No,No,Good,High,1
60884,36,Female,8,Healthcare,8271,Fair,High,Below Average,0,Yes,42,Bachelor’s Degree,Married,1,Entry,Small,No,No,No,Poor,Low,0
53246,44,Female,24,Healthcare,7484,Fair,Very High,Average,1,No,33,Bachelor’s Degree,Married,2,Mid,Medium,No,No,No,Fair,High,0
18037,30,Female,10,Technology,7871,Good,High,Below Average,1,No,37,Associate Degree,Single,1,Senior,Large,No,No,No,Good,Medium,1
6279,43,Female,21,Media,6237,Good,Medium,Average,0,Yes,24,Bachelor’s Degree,Married,2,Entry,Medium,No,No,No,Fair,Medium,1
24703,41,Male,13,Technology,7280,Good,Very High,Average,1,Yes,51,High School,Married,0,Mid,Medium,No,No,No,Poor,Low,0
72587,38,Male,4,Media,5098,Fair,High,Average,0,No,19,Associate Degree,Divorced,0,Entry,Medium,No,No,No,Excellent,High,0
71290,39,Male,18,Media,6500,Fair,High,High,1,No,98,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Good,Low,1
27934,33,Male,4,Healthcare,10052,Excellent,Low,Average,1,Yes,63,Associate Degree,Married,2,Entry,Small,No,No,Yes,Good,High,1
64626,33,Male,3,Technology,11547,Fair,High,Below Average,1,Yes,18,High School,Married,0,Entry,Medium,No,No,No,Fair,Low,0
28636,52,Male,34,Education,6371,Good,Medium,High,0,No,84,Master’s Degree,Married,3,Entry,Large,No,No,No,Excellent,Medium,0
11453,52,Male,16,Education,4370,Excellent,Very High,Average,1,No,95,Bachelor’s Degree,Married,3,Mid,Small,No,No,No,Fair,High,1
34683,44,Male,11,Education,3728,Fair,High,Average,3,No,95,High School,Married,1,Entry,Medium,No,No,No,Good,Medium,1
25049,48,Male,26,Education,3658,Poor,Very High,Below Average,0,Yes,33,High School,Married,0,Entry,Medium,No,No,Yes,Good,Low,0
708,40,Male,7,Technology,9815,Good,Very High,Average,1,No,36,High School,Married,0,Entry,Medium,No,No,No,Fair,Low,0
57243,30,Female,12,Education,4020,Fair,High,Below Average,0,No,36,Associate Degree,Single,2,Mid,Large,No,No,No,Fair,Medium,0
20925,19,Female,1,Education,3389,Fair,High,Below Average,1,Yes,25,Associate Degree,Married,1,Senior,Large,No,No,No,Good,High,1
60907,36,Female,2,Healthcare,10066,Fair,High,Below Average,0,No,67,Associate Degree,Married,1,Senior,Small,Yes,No,No,Good,High,1
27779,43,Male,7,Technology,6425,Fair,High,Average,1,Yes,14,Master’s Degree,Divorced,0,Entry,Medium,No,No,No,Poor,Medium,1
55581,39,Female,4,Technology,8969,Excellent,High,Average,0,Yes,82,Master’s Degree,Divorced,1,Mid,Medium,Yes,No,No,Good,High,1
12984,51,Male,24,Media,5949,Good,High,Below Average,1,Yes,71,Bachelor’s Degree,Divorced,0,Mid,Small,No,No,Yes,Good,Low,1
15172,56,Male,11,Healthcare,6858,Fair,Very High,Average,3,No,81,High School,Married,2,Entry,Medium,No,No,No,Poor,Medium,0
68790,37,Female,3,Media,5452,Good,High,Below Average,2,No,30,Associate Degree,Married,0,Entry,Medium,No,No,No,Good,Medium,1
9877,26,Male,1,Education,4132,Poor,High,Below Average,0,Yes,27,Associate Degree,Single,0,Mid,Medium,Yes,No,No,Good,High,1
17049,56,Female,4,Technology,9438,Good,High,High,2,No,23,Associate Degree,Married,0,Senior,Medium,No,No,No,Good,Low,1
27323,54,Male,25,Healthcare,7120,Good,High,Below Average,0,No,40,Bachelor’s Degree,Single,4,Senior,Small,No,No,No,Fair,Low,1
46059,56,Female,35,Media,6327,Poor,Very High,Below Average,0,Yes,54,Associate Degree,Married,2,Mid,Small,Yes,No,No,Good,High,0
25075,46,Male,28,Education,4950,Fair,Medium,Below Average,1,No,94,Bachelor’s Degree,Single,4,Entry,Medium,No,No,No,Good,Medium,0
7054,56,Male,9,Media,5316,Good,High,Average,0,No,55,Associate Degree,Single,1,Entry,Medium,No,No,No,Poor,Low,0
71008,56,Male,29,Technology,6930,Fair,High,Average,2,No,42,High School,Married,1,Entry,Small,No,No,No,Good,Low,0
30678,58,Male,11,Healthcare,7852,Good,High,Average,1,No,38,Associate Degree,Divorced,3,Mid,Small,No,No,No,Good,Low,1
2959,36,Female,5,Technology,7017,Fair,Medium,Average,1,No,30,Bachelor’s Degree,Single,6,Senior,Small,No,No,No,Poor,Very High,1
23485,32,Male,7,Media,6552,Good,Medium,Average,0,Yes,2,Associate Degree,Married,1,Mid,Small,Yes,No,No,Excellent,Medium,1
67740,54,Male,22,Media,5059,Good,High,Below Average,1,Yes,41,Associate Degree,Married,0,Mid,Small,No,No,No,Poor,Low,0
4333,46,Female,6,Education,3576,Good,High,Average,0,No,3,High School,Married,0,Entry,Medium,No,No,No,Good,Medium,0
66080,37,Female,4,Healthcare,8242,Good,High,Average,0,Yes,82,Master’s Degree,Married,3,Mid,Small,Yes,No,No,Poor,Medium,0
52449,59,Female,17,Technology,8759,Excellent,High,Average,1,Yes,72,High School,Single,5,Mid,Medium,No,No,Yes,Excellent,Low,1
26260,56,Male,38,Media,5364,Fair,High,Below Average,2,Yes,43,PhD,Single,1,Mid,Small,No,No,No,Good,Low,1
45977,34,Male,12,Healthcare,8096,Good,High,High,1,No,69,PhD,Divorced,0,Mid,Small,No,No,No,Good,High,1
16918,44,Male,18,Technology,10897,Poor,Very High,Average,1,No,75,High School,Single,2,Mid,Small,No,No,No,Good,Low,0
42570,42,Male,16,Healthcare,8717,Fair,High,Average,0,Yes,29,Bachelor’s Degree,Single,3,Entry,Small,No,No,No,Good,High,0
58487,47,Female,21,Technology,8050,Good,Medium,High,0,Yes,92,Master’s Degree,Married,2,Senior,Medium,No,No,No,Excellent,Medium,1
18981,24,Female,3,Media,5652,Good,High,Average,0,Yes,50,Bachelor’s Degree,Divorced,0,Entry,Small,No,No,No,Good,Medium,1
34245,41,Female,7,Healthcare,7447,Fair,Low,Average,2,Yes,32,Bachelor’s Degree,Single,1,Entry,Medium,Yes,No,No,Poor,Medium,0
38820,54,Male,15,Media,5958,Good,Medium,Average,0,Yes,86,High School,Single,0,Mid,Medium,No,No,No,Good,Low,1
37164,46,Male,22,Technology,9830,Fair,Very High,Average,0,No,20,High School,Single,1,Entry,Large,No,No,No,Fair,Medium,0
43077,26,Female,4,Healthcare,8984,Good,Medium,Average,0,No,89,Bachelor’s Degree,Divorced,2,Entry,Medium,No,No,No,Poor,High,1
42956,26,Male,1,Healthcare,7916,Good,High,Low,1,No,89,High School,Single,6,Entry,Large,No,No,No,Good,Low,0
3123,28,Female,7,Media,6256,Good,Very High,Below Average,1,No,12,Bachelor’s Degree,Married,2,Entry,Medium,No,No,No,Excellent,Medium,0
24928,28,Male,2,Technology,10758,Good,High,Average,0,No,9,Associate Degree,Married,4,Mid,Small,No,No,No,Poor,Low,1
70996,36,Male,5,Education,4733,Good,High,Low,0,No,30,Associate Degree,Married,0,Senior,Small,No,No,No,Fair,Low,1
51826,36,Female,16,Media,6344,Fair,Medium,Below Average,1,No,10,Master’s Degree,Divorced,4,Entry,Small,No,No,No,Fair,High,0
48595,45,Female,13,Finance,10525,Good,High,High,0,Yes,5,Bachelor’s Degree,Married,0,Senior,Small,Yes,No,No,Good,Medium,1
21124,34,Female,4,Media,5677,Fair,Very High,Average,0,No,1,High School,Single,1,Senior,Small,No,No,No,Good,High,0
4688,55,Female,20,Finance,8423,Fair,High,Below Average,2,Yes,2,High School,Single,2,Mid,Medium,Yes,No,Yes,Good,Medium,1
21414,39,Female,11,Technology,11264,Fair,High,Average,0,No,80,Bachelor’s Degree,Single,0,Senior,Medium,No,No,No,Fair,Low,0
53820,51,Male,29,Healthcare,6899,Good,Very High,Average,1,Yes,30,Associate Degree,Single,3,Entry,Small,No,No,No,Excellent,Low,0
64988,42,Female,5,Education,4569,Good,High,High,0,No,6,Bachelor’s Degree,Single,0,Mid,Small,No,No,No,Good,Medium,0
51455,22,Male,4,Education,4572,Good,High,Below Average,0,Yes,8,Bachelor’s Degree,Divorced,1,Senior,Large,No,No,No,Good,Low,0
59632,25,Female,6,Education,4713,Fair,High,Average,4,No,29,Associate Degree,Single,2,Mid,Small,No,No,No,Good,Medium,0
65570,32,Male,7,Technology,9267,Good,Very High,Average,1,Yes,93,Bachelor’s Degree,Married,1,Mid,Medium,No,No,No,Poor,Low,1
29072,40,Female,1,Technology,10398,Fair,High,Below Average,1,No,16,High School,Married,3,Entry,Small,No,No,No,Good,Medium,0
18701,32,Male,12,Education,6556,Poor,Medium,Average,0,No,36,High School,Married,3,Entry,Large,No,No,No,Good,Medium,1
71982,35,Male,11,Education,6278,Excellent,Very High,Average,1,No,24,High School,Single,4,Mid,Small,Yes,No,Yes,Fair,Low,1
34135,33,Female,13,Finance,6877,Good,High,Average,2,No,19,Bachelor’s Degree,Married,1,Mid,Large,No,No,No,Good,Medium,1
71678,43,Female,22,Education,4297,Fair,High,Average,0,No,85,High School,Married,0,Senior,Medium,No,No,No,Poor,Low,0
41396,58,Male,10,Education,5316,Poor,Very High,Below Average,0,Yes,46,High School,Divorced,1,Mid,Medium,No,No,No,Good,Low,0
33749,54,Male,23,Finance,9622,Fair,Medium,Below Average,1,No,99,Associate Degree,Married,1,Entry,Medium,No,No,No,Excellent,Medium,1
73192,42,Male,1,Finance,5746,Excellent,Medium,Average,0,No,12,High School,Single,2,Entry,Medium,No,No,No,Good,Low,1
12915,54,Male,12,Finance,12119,Fair,Very High,Average,0,No,26,Associate Degree,Divorced,3,Mid,Large,No,No,Yes,Good,Low,1
42918,57,Female,27,Technology,9742,Fair,High,High,0,No,42,Master’s Degree,Married,0,Mid,Small,No,No,No,Good,High,1
46302,36,Female,14,Technology,8869,Poor,High,Below Average,0,No,34,Associate Degree,Single,0,Mid,Large,No,No,No,Excellent,Low,0
65853,40,Male,22,Education,4126,Fair,High,Below Average,0,No,97,High School,Single,3,Senior,Medium,No,No,Yes,Good,Very High,1
1154,35,Female,5,Finance,8157,Good,High,Average,2,Yes,63,PhD,Single,0,Mid,Medium,No,No,Yes,Poor,Low,0
74018,35,Female,5,Media,6809,Good,Low,Average,1,Yes,27,Master’s Degree,Single,0,Mid,Medium,No,No,No,Fair,Medium,1
3059,45,Male,10,Education,5909,Good,Very High,Below Average,2,Yes,57,Master’s Degree,Married,4,Mid,Medium,No,No,No,Poor,Low,0
23737,46,Male,2,Healthcare,7622,Good,Medium,Average,0,Yes,21,Master’s Degree,Single,4,Senior,Medium,No,No,No,Excellent,Low,1
61798,57,Female,26,Healthcare,7672,Fair,High,Average,2,Yes,69,Master’s Degree,Married,1,Senior,Medium,No,No,No,Poor,Low,1
69724,50,Female,15,Technology,6674,Good,High,Average,0,No,24,Bachelor’s Degree,Single,5,Mid,Medium,Yes,No,Yes,Good,Low,1
30839,59,Male,39,Technology,10643,Fair,High,Average,2,No,10,Bachelor’s Degree,Single,2,Entry,Small,No,No,Yes,Good,Very High,0
18465,21,Female,3,Healthcare,8897,Good,Medium,Average,2,No,5,Associate Degree,Married,0,Entry,Small,No,No,Yes,Good,High,1
4239,30,Male,10,Healthcare,9448,Poor,High,Average,0,No,9,Bachelor’s Degree,Single,1,Senior,Large,No,No,No,Fair,Low,1
30411,30,Male,9,Education,3741,Good,High,Average,2,No,19,Master’s Degree,Married,4,Entry,Medium,No,No,Yes,Good,Low,1
8613,30,Female,4,Technology,10625,Fair,Very High,Below Average,0,No,40,Master’s Degree,Married,4,Mid,Medium,No,Yes,No,Excellent,Low,0
26404,44,Male,17,Education,4794,Poor,Low,Average,1,Yes,78,High School,Single,0,Entry,Small,No,No,No,Good,Low,0
56619,44,Male,13,Technology,8171,Excellent,Medium,Average,2,No,26,High School,Divorced,1,Senior,Small,No,No,No,Fair,Low,1
20694,25,Male,2,Technology,7886,Fair,High,Average,2,Yes,40,Associate Degree,Divorced,0,Mid,Small,No,No,No,Good,Very High,0
21408,58,Female,31,Finance,11575,Excellent,High,Average,0,No,96,Associate Degree,Married,0,Entry,Small,No,No,No,Fair,Medium,0
47348,30,Female,8,Technology,9467,Excellent,Very High,Below Average,0,Yes,38,Bachelor’s Degree,Single,4,Senior,Small,No,No,No,Good,Low,1
